worker_id,trust_level,sigma_ratio,outlier_prob
103,normal,0.0931822217786521,0.07743610715290003
104,normal,0.09218325046285311,0.06544309521344431
105,normal,0.14942624356428863,0.07067816264546317
106,normal,0.09997756516600576,0.08628871683275839
107,normal,0.15154071296158017,0.08172888027408792
108,normal,0.09310577515573132,0.038662766255524124
109,normal,0.17275625510065076,0.057830473567745844
110,normal,0.11009486917809397,0.06420088317460734
111,normal,0.14628642127635824,0.0968936279932879
112,normal,0.1086446226882055,0.0947365900518419
113,normal,0.08248594913862563,0.06886386296287772
114,normal,0.1433975111681085,0.03741281826255273
115,normal,0.09403395970639127,0.05933800235214127
116,normal,0.17662319121431816,0.0717229787264061
117,normal,0.17330232216002112,0.08630526409290795
118,normal,0.12673816015552913,0.08493344144765314
119,normal,0.08178367839769878,0.03764007977360145
120,malicious,0.31588572297654727,0.25936341766503235
121,malicious,0.19652814839328672,0.2061539181198107
122,malicious,0.2712031641400022,0.2735477907552022
123,malicious,0.2706214314677451,0.18251431385473607
124,malicious,0.22483680868143652,0.18517641727470197
125,malicious,0.2803862051159948,0.273498126350465
126,malicious,0.24077937641525993,0.14956791259027163
127,malicious,0.19733247259951622,0.24920285604868928
128,malicious,0.31331375268478207,0.121055615970825
129,malicious,0.16331177139103562,0.21888673275129034
130,malicious,0.17923464883853965,0.2649328380912682
131,malicious,0.21206693478481486,0.12877438659422852
132,malicious,0.33419409449749005,0.13310634454705564
133,malicious,0.2069440164675871,0.13072267903841173
134,malicious,0.173098012733071,0.10422960326728802
135,malicious,0.16107908183285202,0.13492829418717053
136,malicious,0.16067638652543506,0.21822876322219426
137,malicious,0.2861429053599013,0.17872609136640566
138,malicious,0.21359821939040988,0.200905247404446
139,malicious,0.3250009884469217,0.2702263253644412
140,malicious,0.15869501240255837,0.1362996819193048
141,malicious,0.1973489742208792,0.14987751516644238
142,malicious,0.2642465303485545,0.18325248514063847
143,malicious,0.15985082398551878,0.17472282769191433
144,malicious,0.25475058974352743,0.1203343805807432
145,malicious,0.3166917107577119,0.11039237329302086
146,malicious,0.3349683738036124,0.11982262831597511
147,malicious,0.31871499031955053,0.2805306287855234
148,malicious,0.3459141361173185,0.2604051760547187
149,malicious,0.3058955081542658,0.22849665519910953
150,malicious,0.30579927091562575,0.1269104416826294
151,malicious,0.25721360718952746,0.20284457403808287
152,malicious,0.3215144288245115,0.19255987311870315
153,malicious,0.22701789922007068,0.22791265424742202
154,malicious,0.2032926635001692,0.12795368219079137
155,malicious,0.24557545480474913,0.183377873718977
156,malicious,0.19651398810577472,0.1735023620230256
157,malicious,0.22327848996524946,0.1654991128825091
158,malicious,0.2258928159453858,0.23714866909118906
159,malicious,0.20937529491425705,0.28977158534306807
160,malicious,0.33326960390763555,0.19618208566001571
161,malicious,0.21567224100093774,0.20708695796600063
162,malicious,0.31971209775472487,0.2305174681120204
163,malicious,0.3108783655894155,0.20654445521314801
164,malicious,0.27658352585352414,0.15763112283649233
165,malicious,0.29697863246205813,0.14048091862514367
166,malicious,0.2889596257636996,0.2721438136651788
167,malicious,0.17642056746030876,0.22287594810838396
168,malicious,0.1690191496459869,0.24514312565428537
169,malicious,0.16689864376470404,0.2871879645401252
170,malicious,0.17748158600756042,0.2917760491818161
171,malicious,0.31017683521701933,0.21873640089327082
172,malicious,0.3065248209259094,0.25902296779661715
173,malicious,0.33920541256346604,0.15067667076783745
174,malicious,0.26801517907166184,0.11900983951288024
175,malicious,0.27323314000482424,0.13425826081855777
176,malicious,0.26299012229448837,0.21448610280676994
177,malicious,0.24319703059624545,0.20452635510262457
178,malicious,0.3027846780013176,0.2598489433024133
179,malicious,0.2484306431150858,0.21991868830452244
180,malicious,0.33624724713802034,0.12394671770022457
181,malicious,0.17342071318002208,0.11754180238215368
182,malicious,0.2815726570081055,0.1837216601580759
183,malicious,0.30486428322836867,0.2342462826617185
184,malicious,0.2167275516656476,0.2796733094723072
185,malicious,0.3025064294141304,0.15410698818203514
186,malicious,0.22283840355441079,0.16288799604085258
187,malicious,0.18152232972499993,0.12955667450843833
188,malicious,0.3372254926751488,0.18758080743975064
189,malicious,0.22666396455548196,0.24593714173547557
190,malicious,0.26059861305057996,0.28722799736769244
191,malicious,0.30606029878187846,0.19587391282490807
192,malicious,0.22527189469616524,0.2973263089848644
193,malicious,0.2935520472007287,0.2902389320007682
194,malicious,0.17369571544340826,0.2701067358381565
195,malicious,0.2774147767982415,0.12438433566702252
196,malicious,0.26765159999384414,0.23721927302108975
197,malicious,0.15246053717772057,0.19086359236834932
198,malicious,0.3150799022392642,0.15907180506881796
199,malicious,0.24170961635971022,0.18846282541357862
